title,location,image,link,details,hosts,main_host,Perks,categories,start,end
RHA General Body Meetings,Bauman Center,https://se-images.campuslabs.com/clink/images/6808258d-a284-4f58-b4dd-2a6233f03e5600ac67e9-99ae-48c7-b82b-fd0c4a18b08d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10849673,"Our weekly general body meetings -  - mandatory for RHA Senators from each residential hall council, but also welcome to the general body! Come and learn about res life on campus and advocate for your fellow residential students! RHA Senators: if you cannot attend, you must fill outthe proxy form on our websitebefore 4: 00 PM on Monday!",Residence Hall Association,Residence Hall Association,Credit,,1745888400,1745895600
SBU Club Swimming: Practice - Spring 2025,University Pool,https://se-images.campuslabs.com/clink/images/35d63411-d55e-40d6-bb3d-732d86a067830a0ab47e-1d8d-491c-a497-a7d3b9198691.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926728,"Join us for our daily swim practice, all skill levels welcome! We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,,1745892000,1745895600
Graduate Badminton - Club Hours,MAC Courts,https://se-images.campuslabs.com/clink/images/5d730f2c-3bf1-425c-8a79-dc80bd5dbbcbd38b27ea-6d33-48ca-8d54-ea59b3e1a641.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11063757,"NEW TO BADMINTON? Don't worry, join Graduate Badminton Union's weekly club timing. Meet new friends and improve your badminton skills. Sports wear is recommended. Please visit 30 minutes ahead during the net setup. Club Hours Location: MAC Courts (Basement of REC)",Graduate Badminton Union,Graduate Badminton Union,Credit,Sporting/Athletic Program,1745931600,1745937000
Community Wellness Walk with CPO,Union Suite 108,https://se-images.campuslabs.com/clink/images/deb41480-05dd-43fd-8e4c-50602a5e4632ce341394-e907-420d-a17e-3ef230b37fc6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11015668,"Join CPO Peer educators and SBU community members for a one mile walk on campus every week! Join us Tuesday April 29th from 1 - 2pm for one of our weekly wellness walks! All abilities are invited, no experience necessary, no one gets left behind Email prevention_outreach@stonybrook. edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1745949600,1745953200
PACE Screening Days,"CPO Office, Union 108",https://se-images.campuslabs.com/clink/images/b9dfd007-e3ec-4f72-8106-3676427e557557ce884e-b7d2-42e3-bb96-8dd752f824fa.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11029516,"The PACE Team will be offering free and confidential physical health screenings for students every Tuesday from 10am - 3pm CPO Office, Union 108 No appointment necessary. Please check in at the PACE table in the Union Lobby Screenings and Assessments include:",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",,1745938800,1745956800
SBCS Study Session,SAC 303,https://se-images.campuslabs.com/clink/images/5d0f8478-794b-4a78-b2f0-9a8196cfd197a6946244-37f0-4066-ab93-73e5200dc5ce.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10827622,Want a place to study for finals? Want to hone in with snacks and calming beats to attack that final exam? Stop by SBCS's Study Session for a nice place to study!,Computing Society at Stony Brook,Computing Society at Stony Brook,Credit,,1745964000,1745967000
WIB Friendship Bracelets/Phone Charms,SAC 304,https://se-images.campuslabs.com/clink/images/e28af956-e612-46c5-9337-c9700e214c8be3019e1f-550d-49cc-8d99-a845d7fcf5b0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035500,"This is one of the social events that will be held for WIB members. During the event, attendees will be able to create friendship bracelets or phone charms using various beads that they can take with them.",Women In Business at SBU,Women In Business at SBU,Credit,,1745964000,1745967600
36th Annual Roth Regatta Committee,"Student Activities Center, USG Suite 202, Conference Room",https://se-images.campuslabs.com/clink/images/35164146-9427-490f-a006-45a73d089df2b1ed5dcb-8e8d-4d6e-be05-186448617786.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10945410,"The 36th Annual Roth Regatta will take place on Friday, May 2nd at 12 pm! Join the Undergraduate Student Government's Roth Regatta Committee to help plan the event while we discuss registration & logistics, catering, and marketing!",Undergraduate Student Government,Undergraduate Student Government,Credit,"Sporting/Athletic Program, Career/Networking, Civic Engagement",1745964000,1745967600
Womens Club Lacrosse Practice,South P Field C (Lot 40),https://se-images.campuslabs.com/clink/images/5e74d445-3c10-4347-8d8e-5a3a8fbd87fbbafaa732-03ff-4027-be8b-9253c0eefb37.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971535,Join us for our weekly practices! All skill levels are welcome. Equipment is available to borrow.,Women's Club Lacrosse,Women's Club Lacrosse,Credit,,1745964000,1745971200
Destinations in Social Work: Mapping Your Career Journey,VIRTUAL,https://se-images.campuslabs.com/clink/images/758c9c28-0c20-47c6-bd99-7927aad716fc4bd2b582-b6d4-4a16-9df2-0b9b9563061e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11028122,"***This event is open to School of Social Welfare students ONLY*** Attention graduating social work students! Join the Career Center for a chance to connect with social work professionals, and explore potential careers and upcoming opportunities in social work. Register now on Handshake!: https: //stonybrook. joinhandshake. com/events/1553141/share_preview",Career Center,Career Center,Credit,,1745967600,1745971200
Latinos Business Association: General Body Meeting,SAC 305,https://se-images.campuslabs.com/clink/images/44f4a574-a586-4b0a-9380-5f6b99f2a6efb4aee221-aa1f-4785-a5fa-43cbacfddd06.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765668,"Designed to foster a vibrant community of entrepreneurs and professionals. These gatherings serve as a platform for networking, collaboration, and knowledge sharing among like - minded individuals passionate about business growth and development.",Latinos Business Association,Latinos Business Association,"Free Food, Free Stuff, Credit","Arts & Crafts, Career/Networking, Hispanic Heritage Month",1745967600,1745971200
Arabic Language and Culture Club GBM,SAC 311,,https://stonybrook.campuslabs.com/engage/event/10757765,The Arabic Language and Culture Club is hosting a GBM. Come meet other members and learn more about Arab culture over a fun activity!,Arabic Language and Culture Club,Arabic Language and Culture Club,Credit,,1745971200,1745976600
SASA Club Meetings (2/11-5/6),"SAC 302, SAC 303",,https://stonybrook.campuslabs.com/engage/event/10479971,SASA e - board meetings will take place.,South Asian Student Alliance,South Asian Student Alliance,Credit,,1745974800,1745978400
Greeley Hall Council GBM,Greeley Lounge,https://se-images.campuslabs.com/clink/images/81f5dfcc-4982-49fc-8774-79618d18f79134e1fe9c-3f2d-4089-aadd-accd0d57a7df.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11047349,Greeley's weekly Hall Council meeting. Come down to the Greeley lounge to meet other residents and stay in the loop about building events!,Roosevelt Community,Roosevelt Community,Credit,,1745975700,1745979300
High C's Tuesday Rehearsal,SAC Rehearsal Space,https://se-images.campuslabs.com/clink/images/7fe349b2-0bff-46f9-a298-977e7ac0f5d667d33a92-972e-41c9-9812-23af663351c1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10759388,"Weekly rehearsal for the High c's, TTBB a cappella group to practice their repertoire.",High Cs,High Cs,Credit,,1745971200,1745982000
SBU Club Swimming: Practice - Spring 2025,University Pool,https://se-images.campuslabs.com/clink/images/35d63411-d55e-40d6-bb3d-732d86a067830a0ab47e-1d8d-491c-a497-a7d3b9198691.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926729,"Join us for our daily swim practice, all skill levels welcome! We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,,1745978400,1745982000
Taandava Practice '24-25 Tuesday (3/11 - 5/06),UNION L06-01A,,https://stonybrook.campuslabs.com/engage/event/10490112,"Taandava will host weekly practices on Tuesday 7: 30pm - 10: 30pm, at the union club hub.",Taandava,Taandava,Credit,,1745973000,1745983800
Chalk Talk,Frey 112,https://se-images.campuslabs.com/clink/images/cdef2cae-00bb-46a3-a291-2e7765d722c39d8b1769-0802-433a-b2a0-8e80c2aff4da.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971249,"Join SBU Sailing for chalk talks to learn about the sport of sailing, basic maneuvers, knots, racing, and more!",Sailing,Sailing,Credit,,1746016200,1746021600
Badminton Club Weekly Meeting,MAC Courts,https://se-images.campuslabs.com/clink/images/0e95b142-c162-4c81-9d11-942373e416f00d961707-d5be-4f30-a3fc-de702a4ed440.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007143,All skill levels are welcome to join! Come and play with other members or to learn new skills. Rackets will be available to borrow (We recommend you bring your own if you have). Birdies will be provided. Location: MAC Courts (Basement of the Recreation Center) Every Wednesday 12 - 1: 30 and Friday 3: 00 - 4: 30 PM Don’t forget to have: - CORQ App ready - Water - Comfortable / Athletic wear and shoes (No jeans please! ),Badminton Club,Badminton Club,Credit,,1746032400,1746037800
"SSA GBM, 04/30",Frey 201,https://se-images.campuslabs.com/clink/images/309000d1-38e5-417e-9ce1-bba8b8ec1e51dff49ed8-e44b-47bd-84ef-fb88e4592b6d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11096843,Students will meet up and discuss about a topic in Sikhi. Presenters will go over important information of the topic and discussion will take place.,Sikh Student Association,Sikh Student Association,Credit,,1746035400,1746039000
WIB General Body Meeting,Frey Hall 105,,https://stonybrook.campuslabs.com/engage/event/10922863,"Women In Business at Stony Brook University is an organization for business students committed to empowering and inspiring future women business leaders. Our community will help educate, inform, and guide business students at Stony Brook University to help achieve all of their goals - both short - term and long - term. To become an active member, you must attend three (3) General Body Meetings. To become an officer, you must be an active member as well as already have attended one professional, one social and one fundraiser event. Note: This organization is open to all members of the Stony Brook community, regardless of gender. No person shall be denied membership for or office because of sexual orientation, nation of origin, race, sex, physical disability, political or religious beliefs, and all other protected classes under federal and state laws.",Women In Business at SBU,Women In Business at SBU,Credit,Professional development/Leadership,1746036000,1746039000
SBU Improv GBM,SAC 304,https://se-images.campuslabs.com/clink/images/f180b49f-3a04-42e8-b844-d0ba3b4571714be768b4-8a3c-4cca-b2d8-6a3af9b54128.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10969125,"A general body meeting for SomeBody's Uncle Improv! Join us to learn fundamental improv skills through fun warmups and games, including spontaneity, attentiveness, and imagination! Everyone is welcome to attend - no prior improv experience required!",SomeBody's Uncle Improv,SomeBody's Uncle Improv,Credit,Performance,1740591000,1746039600
WUSB Recess!,WUSB Radio Station - 2nd Floor of West Side Dining,https://se-images.campuslabs.com/clink/images/f10f5505-746b-4b62-a5a7-455a690bb7d07f753b8b-cd0b-40f8-a80e-de6cf7da559a.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087571,"Recess is an opportunity to get on - air training to be a DJ at WUSB! We will be teaching you the basics of engineering a show, even if you do not want a show, this is a good opportunity to meet some of the other people at WUSB!",WUSB,WUSB,Credit,,1746032400,1746039600
SBU Improv GBM,SAC 304,https://se-images.campuslabs.com/clink/images/f180b49f-3a04-42e8-b844-d0ba3b4571714be768b4-8a3c-4cca-b2d8-6a3af9b54128.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10969124,"A general body meeting for SomeBody's Uncle Improv! Join us to learn fundamental improv skills through fun warmups and games, including spontaneity, attentiveness, and imagination! Everyone is welcome to attend - no prior improv experience required!",SomeBody's Uncle Improv,SomeBody's Uncle Improv,Credit,Performance,1746034200,1746039600
Dodgeball Club Practice,Campus Recreation Center Wood Court #3,https://se-images.campuslabs.com/clink/images/693b0b8d-5226-4889-829e-d83ec998679e396662c4-44db-42ff-90c5-954ecd037cfc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971318,Join us in the Rec Center Wood Courts for a fun practice for all skill levels to play dodgeball and other fun versions of the game together!,Dodgeball Club,Dodgeball Club,Credit,Sporting/Athletic Program,1746034200,1746039600
